phi.hat,X,mBIC,t.BIC,dBIC,X.1,mMBIC,t.MBIC,dMBIC,X.2,mMDL,t.MDL,dMDL,X.3,mBS,t.BS,dBS,X.4,mWBS,t.WBS,dWBS
-0.064795417,BIC,3,"126, 252, 371",0.012,MBIC,3,"126, 252, 371",0.012,MDL,3,"126, 252, 371",0.012,BS,3,"369, 281, 124",0.078,WBS,3,"369, 250, 124",0.02
0.035065824,BIC,3,"126, 251, 377",0.002,MBIC,3,"125, 251, 377",0.004,MDL,3,"125, 255, 377",0.012,BS,3,"375, 123, 213",0.084,WBS,3,"249, 123, 374",0.014
0.029949847,BIC,3,"125, 250, 376",0.004,MBIC,3,"125, 250, 376",0.004,MDL,3,"125, 251, 376",0.002,BS,3,"374, 248, 123",0.016,WBS,3,"248, 123, 372",0.02
0.027829936,BIC,3,"127, 252, 376",0.004,MBIC,3,"127, 252, 376",0.004,MDL,3,"126, 252, 376",0.002,BS,3,"374, 120, 250",0.018,WBS,3,"125, 250, 374",0.008
-0.00854863,BIC,3,"130, 250, 366",0.03,MBIC,3,"130, 250, 376",0.01,MDL,3,"130, 250, 376",0.01,BS,3,"128, 387, 248",0.032,WBS,3,"374, 248, 128",0.014
0.162484078,BIC,3,"125, 252, 371",0.014,MBIC,3,"125, 252, 371",0.014,MDL,3,"125, 252, 371",0.014,BS,0,NA,3,WBS,3,"123, 369, 250",0.022
0.017431631,BIC,3,"121, 253, 375",0.016,MBIC,3,"124, 253, 374",0.012,MDL,3,"121, 253, 375",0.016,BS,3,"119, 372, 232",0.06,WBS,3,"119, 251, 372",0.022
-0.01551574,BIC,4,"131, 252, 378, 480",1.016,MBIC,4,"131, 251, 377, 480",1.012,MDL,4,"132, 251, 377, 480",1.014,BS,3,"129, 379, 249",0.016,WBS,3,"249, 375, 129",0.012
0.19839887,BIC,3,"126, 250, 376",0.002,MBIC,3,"126, 250, 376",0.002,MDL,3,"127, 249, 375",0.008,BS,1,374,2.004,WBS,3,"374, 248, 124",0.014
0.005066998,BIC,3,"129, 252, 375",0.01,MBIC,3,"129, 254, 375",0.014,MDL,3,"128, 251, 375",0.006,BS,3,"127, 373, 250",0.01,WBS,3,"373, 250, 127",0.01
0.000299187,BIC,3,"129, 251, 377",0.008,MBIC,3,"129, 251, 377",0.008,MDL,3,"129, 251, 377",0.008,BS,1,127,2.002,WBS,3,"127, 375, 249",0.008
-0.035185443,BIC,3,"129, 251, 373",0.012,MBIC,3,"129, 251, 372",0.014,MDL,3,"129, 251, 372",0.014,BS,3,"376, 127, 249",0.006,WBS,3,"371, 249, 127",0.016
-0.027377653,BIC,3,"119, 251, 359",0.048,MBIC,3,"119, 251, 377",0.016,MDL,3,"119, 251, 359",0.048,BS,3,"117, 375, 249",0.024,WBS,3,"375, 249, 117",0.024
0.070930902,BIC,3,"122, 247, 383",0.03,MBIC,3,"125, 247, 383",0.024,MDL,3,"124, 247, 383",0.026,BS,3,"120, 245, 381",0.034,WBS,3,"120, 245, 381",0.034
-0.005543888,BIC,3,"126, 252, 377",0.004,MBIC,3,"127, 251, 376",0.002,MDL,3,"126, 251, 377",0.002,BS,3,"249, 375, 122",0.014,WBS,3,"125, 375, 249",0.008
0.026113375,BIC,3,"126, 248, 376",0.006,MBIC,3,"125, 248, 376",0.008,MDL,3,"124, 248, 373",0.016,BS,3,"124, 374, 206",0.098,WBS,3,"124, 246, 374",0.018
-0.012199629,BIC,3,"129, 250, 375",0.01,MBIC,3,"129, 250, 375",0.01,MDL,3,"128, 250, 375",0.008,BS,3,"123, 373, 248",0.018,WBS,3,"126, 248, 373",0.012
-0.051187528,BIC,3,"129, 242, 380",0.032,MBIC,3,"129, 242, 380",0.032,MDL,3,"129, 242, 380",0.032,BS,3,"126, 378, 195",0.116,WBS,3,"128, 378, 240",0.03
0.013347101,BIC,3,"129, 251, 376",0.006,MBIC,3,"129, 251, 381",0.016,MDL,3,"128, 251, 376",0.004,BS,3,"381, 126, 249",0.014,WBS,3,"374, 249, 126",0.008
-0.01279323,BIC,3,"124, 252, 372",0.014,MBIC,3,"124, 252, 371",0.016,MDL,3,"119, 252, 372",0.024,BS,3,"122, 370, 251",0.02,WBS,3,"250, 370, 122",0.022
0.070415489,BIC,3,"124, 251, 378",0.008,MBIC,3,"128, 250, 377",0.008,MDL,3,"128, 251, 372",0.012,BS,3,"375, 121, 247",0.02,WBS,3,"249, 126, 375",0.006
-0.040627593,BIC,3,"127, 251, 348",0.058,MBIC,5,"127, 226, 228, 253, 349",2.06,MDL,5,"130, 227, 228, 253, 349",2.066,BS,3,"346, 122, 249",0.072,WBS,3,"125, 249, 346",0.066
0.045247135,BIC,3,"131, 249, 368",0.03,MBIC,3,"131, 251, 368",0.026,MDL,3,"132, 249, 368",0.032,BS,3,"366, 129, 247",0.034,WBS,3,"129, 247, 366",0.034
0.073570904,BIC,3,"123, 253, 377",0.012,MBIC,3,"123, 253, 376",0.01,MDL,3,"123, 253, 377",0.012,BS,3,"251, 375, 121",0.012,WBS,3,"375, 121, 251",0.012
-0.106846348,BIC,3,"125, 251, 377",0.004,MBIC,3,"125, 251, 380",0.01,MDL,3,"125, 251, 377",0.004,BS,3,"123, 404, 249",0.066,WBS,3,"249, 375, 123",0.012
0.079236339,BIC,3,"121, 253, 374",0.018,MBIC,3,"121, 253, 374",0.018,MDL,3,"121, 253, 374",0.018,BS,3,"375, 111, 249",0.036,WBS,3,"249, 119, 375",0.02
-0.052909109,BIC,5,"10, 11, 128, 257, 374",2.02,MBIC,3,"128, 257, 375",0.018,MDL,5,"10, 11, 128, 256, 377",2.016,BS,3,"126, 375, 265",0.03,WBS,5,"375, 255, 126, 9, 8",2.01
-0.051894161,BIC,3,"126, 248, 360",0.038,MBIC,3,"125, 248, 361",0.038,MDL,3,"125, 248, 360",0.04,BS,1,367,2.018,WBS,3,"358, 246, 123",0.052
0.044419688,BIC,3,"126, 256, 377",0.012,MBIC,5,"80, 81, 126, 255, 377",2.01,MDL,5,"80, 81, 126, 255, 377",2.01,BS,1,120,2.012,WBS,3,"124, 253, 375",0.01
-0.010251152,BIC,3,"130, 250, 378",0.014,MBIC,3,"131, 250, 374",0.016,MDL,3,"130, 253, 374",0.016,BS,3,"372, 128, 237",0.04,WBS,3,"248, 128, 372",0.018
-0.022806433,BIC,3,"126, 253, 375",0.006,MBIC,3,"126, 253, 375",0.006,MDL,3,"126, 253, 375",0.006,BS,3,"124, 252, 374",0.01,WBS,3,"251, 373, 124",0.01
-0.026893713,BIC,3,"128, 250, 376",0.006,MBIC,3,"128, 250, 376",0.006,MDL,3,"128, 250, 376",0.006,BS,1,125,2.002,WBS,3,"374, 126, 248",0.01
-0.02441913,BIC,3,"125, 251, 376",0.002,MBIC,3,"125, 251, 376",0.002,MDL,3,"125, 252, 376",0.004,BS,3,"374, 123, 249",0.014,WBS,3,"123, 249, 374",0.014
-0.058283791,BIC,3,"120, 252, 373",0.02,MBIC,3,"120, 252, 373",0.02,MDL,3,"120, 252, 383",0.028,BS,3,"250, 382, 118",0.03,WBS,3,"371, 118, 250",0.028
-0.065896824,BIC,3,"125, 251, 377",0.004,MBIC,3,"126, 251, 377",0.002,MDL,3,"126, 251, 376",0,BS,3,"123, 375, 249",0.012,WBS,3,"375, 249, 123",0.012
0.046281648,BIC,3,"126, 253, 375",0.006,MBIC,3,"126, 253, 375",0.006,MDL,3,"126, 253, 375",0.006,BS,1,373,2.006,WBS,3,"373, 124, 251",0.01
-0.013709962,BIC,3,"126, 253, 374",0.008,MBIC,3,"126, 251, 374",0.004,MDL,3,"126, 251, 374",0.004,BS,3,"236, 124, 395",0.072,WBS,3,"124, 249, 372",0.016
0.079176923,BIC,3,"126, 266, 376",0.03,MBIC,3,"126, 266, 376",0.03,MDL,3,"127, 266, 375",0.034,BS,3,"373, 264, 124",0.036,WBS,3,"373, 124, 264",0.036
-0.038169639,BIC,3,"127, 252, 378",0.008,MBIC,3,"127, 252, 378",0.008,MDL,3,"128, 252, 378",0.01,BS,3,"125, 376, 250",0.004,WBS,3,"250, 376, 125",0.004
-0.083765223,BIC,3,"126, 253, 374",0.008,MBIC,3,"126, 253, 376",0.004,MDL,3,"126, 253, 376",0.004,BS,3,"374, 124, 250",0.01,WBS,3,"251, 124, 374",0.008
-0.057860493,BIC,4,"126, 247, 384, 386",1.024,MBIC,3,"125, 251, 376",0.002,MDL,3,"125, 251, 376",0.002,BS,3,"124, 374, 249",0.012,WBS,3,"374, 249, 124",0.012
0.065906791,BIC,3,"126, 250, 385",0.02,MBIC,3,"126, 250, 385",0.02,MDL,3,"126, 250, 385",0.02,BS,1,115,2.022,WBS,3,"124, 248, 383",0.024
0.144173614,BIC,3,"125, 251, 377",0.004,MBIC,3,"126, 251, 377",0.002,MDL,4,"121, 125, 251, 377",1.004,BS,1,123,2.006,WBS,3,"124, 249, 375",0.01
0.04219417,BIC,3,"147, 252, 367",0.062,MBIC,3,"147, 245, 369",0.068,MDL,3,"147, 252, 368",0.06,BS,3,"145, 366, 263",0.082,WBS,3,"366, 243, 145",0.074
-0.015843996,BIC,3,"141, 251, 374",0.034,MBIC,3,"141, 251, 374",0.034,MDL,3,"141, 250, 376",0.032,BS,3,"372, 122, 249",0.02,WBS,3,"249, 139, 372",0.038
-0.026056384,BIC,3,"124, 251, 378",0.008,MBIC,3,"122, 248, 378",0.018,MDL,3,"128, 251, 378",0.008,BS,1,120,2.012,WBS,3,"120, 249, 376",0.016
-0.077063775,BIC,3,"124, 251, 378",0.008,MBIC,3,"125, 250, 378",0.008,MDL,3,"126, 251, 337",0.078,BS,3,"376, 249, 124",0.008,WBS,3,"249, 124, 376",0.008
0.053915482,BIC,3,"126, 251, 377",0.002,MBIC,3,"126, 250, 377",0.004,MDL,3,"126, 251, 377",0.002,BS,1,402,2.052,WBS,3,"249, 375, 124",0.01
0.106746722,BIC,3,"122, 252, 381",0.02,MBIC,3,"122, 252, 381",0.02,MDL,3,"128, 251, 381",0.014,BS,1,120,2.012,WBS,3,"120, 379, 249",0.022
-0.047114809,BIC,4,"129, 251, 377, 378",1.008,MBIC,3,"126, 246, 376",0.01,MDL,4,"126, 245, 377, 378",1.014,BS,3,"374, 124, 251",0.008,WBS,3,"374, 249, 124",0.012
-0.04958718,BIC,3,"130, 250, 378",0.014,MBIC,3,"130, 250, 378",0.014,MDL,3,"130, 251, 379",0.014,BS,3,"376, 128, 248",0.01,WBS,3,"129, 248, 376",0.012
0.05283223,BIC,3,"145, 252, 342",0.108,MBIC,3,"145, 252, 342",0.108,MDL,5,"13, 14, 145, 251, 342",2.106,BS,3,"340, 249, 121",0.086,WBS,3,"250, 143, 340",0.108
-0.00844236,BIC,3,"126, 256, 376",0.01,MBIC,3,"126, 256, 376",0.01,MDL,3,"126, 256, 376",0.01,BS,3,"124, 381, 280",0.072,WBS,3,"374, 254, 124",0.014
0.044618647,BIC,3,"126, 247, 376",0.008,MBIC,3,"126, 247, 376",0.008,MDL,3,"126, 247, 376",0.008,BS,3,"124, 374, 260",0.026,WBS,3,"374, 245, 124",0.02
-0.074885337,BIC,4,"125, 231, 237, 376",1.03,MBIC,3,"125, 250, 376",0.004,MDL,4,"125, 231, 237, 376",1.03,BS,3,"246, 123, 389",0.042,WBS,3,"123, 246, 374",0.02
0.08259151,BIC,3,"119, 251, 372",0.022,MBIC,3,"119, 250, 372",0.024,MDL,3,"119, 251, 372",0.022,BS,3,"248, 117, 375",0.026,WBS,3,"370, 117, 248",0.036
0.01292623,BIC,3,"126, 249, 375",0.006,MBIC,3,"126, 249, 375",0.006,MDL,3,"126, 249, 375",0.006,BS,1,124,2.004,WBS,3,"124, 373, 247",0.018
0.067976215,BIC,3,"132, 258, 374",0.03,MBIC,3,"133, 258, 374",0.032,MDL,3,"132, 258, 373",0.032,BS,3,"371, 256, 120",0.032,WBS,3,"371, 130, 256",0.028
0.020482947,BIC,3,"126, 250, 381",0.012,MBIC,3,"126, 250, 381",0.012,MDL,3,"126, 250, 382",0.014,BS,1,379,2.006,WBS,3,"116, 379, 248",0.032
-0.132837399,BIC,3,"125, 251, 376",0.002,MBIC,3,"124, 252, 376",0.006,MDL,3,"125, 251, 376",0.002,BS,3,"375, 123, 272",0.05,WBS,3,"374, 249, 123",0.014
-0.002233189,BIC,4,"105, 237, 251, 374",1.046,MBIC,3,"129, 251, 377",0.008,MDL,3,"105, 251, 375",0.044,BS,3,"374, 127, 249",0.01,WBS,3,"374, 249, 127",0.01
0.016019431,BIC,3,"126, 251, 365",0.022,MBIC,3,"129, 251, 360",0.038,MDL,3,"124, 255, 365",0.034,BS,3,"124, 363, 245",0.042,WBS,3,"124, 249, 363",0.034
0.047707958,BIC,3,"127, 251, 376",0.002,MBIC,3,"126, 251, 376",0,MDL,3,"127, 251, 376",0.002,BS,3,"374, 125, 249",0.01,WBS,3,"374, 249, 125",0.01
0.024326029,BIC,5,"32, 148, 154, 247, 385",2.07,MBIC,3,"126, 247, 385",0.026,MDL,3,"126, 247, 385",0.026,BS,3,"390, 245, 124",0.044,WBS,3,"124, 383, 245",0.03
0.101884864,BIC,3,"132, 287, 374",0.088,MBIC,3,"126, 287, 376",0.072,MDL,3,"132, 287, 374",0.088,BS,1,124,2.004,WBS,3,"130, 372, 284",0.082
-0.075549367,BIC,3,"126, 254, 370",0.018,MBIC,3,"126, 250, 370",0.014,MDL,6,"2, 9, 16, 126, 254, 371",3.016,BS,3,"124, 368, 239",0.044,WBS,3,"124, 252, 368",0.022
0.071204819,BIC,3,"126, 252, 378",0.006,MBIC,3,"118, 252, 378",0.022,MDL,3,"118, 252, 378",0.022,BS,1,376,2,WBS,3,"376, 124, 250",0.006
0.019060915,BIC,4,"139, 257, 350, 377",1.04,MBIC,4,"126, 257, 350, 374",1.016,MDL,4,"129, 258, 350, 377",1.022,BS,2,"345, 375",1.064,WBS,3,"256, 375, 127",0.014
-0.002937846,BIC,3,"124, 249, 372",0.016,MBIC,3,"124, 248, 372",0.018,MDL,3,"122, 248, 371",0.024,BS,1,123,2.006,WBS,3,"123, 246, 366",0.036
-0.026550641,BIC,3,"126, 252, 378",0.006,MBIC,3,"127, 252, 376",0.004,MDL,3,"127, 252, 376",0.004,BS,1,374,2.004,WBS,3,"374, 250, 125",0.008
0.044030006,BIC,3,"122, 263, 379",0.038,MBIC,3,"122, 263, 379",0.038,MDL,3,"125, 263, 375",0.028,BS,3,"120, 377, 249",0.018,WBS,3,"120, 261, 377",0.034
0.026718984,BIC,3,"124, 251, 374",0.008,MBIC,3,"124, 251, 374",0.008,MDL,3,"124, 251, 374",0.008,BS,1,122,2.008,WBS,3,"122, 372, 249",0.02
-0.046059032,BIC,3,"114, 257, 382",0.048,MBIC,3,"114, 257, 381",0.046,MDL,3,"114, 257, 380",0.044,BS,3,"255, 112, 380",0.044,WBS,3,"379, 112, 255",0.042
-0.032128165,BIC,3,"126, 264, 385",0.044,MBIC,3,"126, 264, 378",0.03,MDL,3,"126, 260, 379",0.024,BS,3,"124, 377, 258",0.02,WBS,3,"124, 262, 377",0.028
0.031147037,BIC,3,"123, 253, 374",0.014,MBIC,3,"123, 253, 374",0.014,MDL,3,"123, 253, 374",0.014,BS,3,"121, 251, 378",0.014,WBS,3,"372, 121, 251",0.018
0.084598661,BIC,3,"110, 243, 371",0.058,MBIC,3,"110, 244, 371",0.056,MDL,3,"110, 244, 372",0.054,BS,1,369,2.014,WBS,3,"369, 241, 108",0.07
0.127610587,BIC,3,"125, 251, 373",0.008,MBIC,3,"126, 254, 373",0.012,MDL,3,"125, 255, 372",0.018,BS,3,"371, 123, 253",0.02,WBS,3,"370, 253, 123",0.022
0.08442433,BIC,3,"126, 249, 376",0.004,MBIC,3,"128, 248, 376",0.01,MDL,3,"128, 249, 376",0.008,BS,3,"374, 125, 242",0.024,WBS,3,"125, 247, 374",0.014
-0.070843266,BIC,4,"125, 251, 372, 446",1.01,MBIC,3,"125, 250, 379",0.01,MDL,3,"124, 250, 379",0.012,BS,1,396,2.04,WBS,3,"377, 248, 123",0.014
-0.06793436,BIC,3,"126, 250, 378",0.006,MBIC,3,"126, 250, 378",0.006,MDL,3,"126, 250, 378",0.006,BS,1,124,2.004,WBS,3,"124, 248, 376",0.01
-0.014357937,BIC,3,"79, 251, 396",0.134,MBIC,3,"79, 251, 396",0.134,MDL,3,"79, 251, 396",0.134,BS,1,394,2.036,WBS,3,"394, 77, 249",0.138
0.10246143,BIC,3,"131, 254, 375",0.018,MBIC,3,"126, 252, 376",0.002,MDL,3,"126, 251, 375",0.002,BS,1,378,2.004,WBS,3,"252, 373, 124",0.012
0.059256686,BIC,3,"124, 250, 375",0.008,MBIC,3,"124, 251, 375",0.006,MDL,3,"124, 251, 375",0.006,BS,4,"426, 249, 373, 91",1.08,WBS,3,"373, 249, 122",0.018
0.002321356,BIC,4,"127, 248, 251, 378",1.006,MBIC,3,"126, 269, 377",0.038,MDL,4,"130, 248, 251, 377",1.01,BS,1,124,2.004,WBS,4,"267, 375, 124, 249",1.01
-0.0184174,BIC,3,"125, 251, 378",0.006,MBIC,3,"124, 251, 378",0.008,MDL,5,"106, 109, 125, 251, 378",2.006,BS,3,"122, 249, 376",0.012,WBS,3,"123, 376, 249",0.01
-0.029837312,BIC,3,"128, 250, 376",0.006,MBIC,3,"127, 249, 376",0.006,MDL,3,"128, 249, 376",0.008,BS,3,"246, 394, 125",0.048,WBS,3,"374, 125, 246",0.016
-0.06100182,BIC,3,"125, 248, 378",0.012,MBIC,3,"127, 249, 376",0.006,MDL,3,"125, 253, 377",0.008,BS,3,"123, 376, 248",0.012,WBS,3,"376, 246, 123",0.016
-0.069904352,BIC,3,"126, 249, 376",0.004,MBIC,3,"125, 258, 376",0.016,MDL,4,"128, 130, 257, 376",1.016,BS,3,"124, 256, 374",0.018,WBS,3,"124, 374, 256",0.018
-0.022046121,BIC,3,"125, 258, 376",0.016,MBIC,3,"125, 258, 376",0.016,MDL,3,"125, 258, 376",0.016,BS,3,"123, 374, 280",0.068,WBS,3,"256, 374, 123",0.02
0.067619522,BIC,3,"124, 246, 376",0.014,MBIC,3,"124, 246, 375",0.016,MDL,3,"123, 246, 376",0.016,BS,1,374,2.004,WBS,3,"374, 244, 122",0.026
0.091705375,BIC,3,"126, 251, 376",0,MBIC,3,"145, 250, 376",0.04,MDL,3,"145, 248, 376",0.044,BS,3,"124, 374, 250",0.01,WBS,3,"250, 374, 124",0.01
-0.108430865,BIC,4,"130, 253, 375, 435",1.014,MBIC,3,"126, 251, 407",0.062,MDL,3,"126, 251, 407",0.062,BS,3,"405, 249, 124",0.066,WBS,3,"405, 124, 249",0.066
-0.115661775,BIC,3,"121, 251, 376",0.01,MBIC,3,"121, 251, 376",0.01,MDL,3,"121, 251, 376",0.01,BS,4,"374, 249, 70, 119",1.022,WBS,3,"374, 119, 249",0.022
-0.070387113,BIC,3,"131, 249, 376",0.014,MBIC,3,"131, 249, 372",0.022,MDL,3,"131, 249, 374",0.018,BS,3,"129, 247, 372",0.022,WBS,3,"129, 372, 247",0.022
0.032169683,BIC,3,"126, 249, 376",0.004,MBIC,3,"126, 248, 376",0.006,MDL,3,"125, 249, 376",0.006,BS,3,"374, 124, 247",0.016,WBS,3,"124, 247, 374",0.016
0.095331169,BIC,3,"127, 251, 384",0.018,MBIC,3,"127, 251, 381",0.012,MDL,3,"128, 251, 383",0.018,BS,1,382,2.012,WBS,3,"382, 125, 249",0.018
0.061333983,BIC,3,"122, 255, 374",0.02,MBIC,3,"122, 256, 376",0.018,MDL,3,"122, 255, 376",0.016,BS,3,"374, 256, 120",0.026,WBS,3,"374, 253, 120",0.02
0.00012224,BIC,3,"131, 253, 377",0.016,MBIC,3,"131, 253, 377",0.016,MDL,3,"131, 253, 377",0.016,BS,3,"249, 129, 375",0.012,WBS,3,"129, 251, 375",0.008
-0.059151801,BIC,3,"126, 252, 375",0.004,MBIC,3,"127, 251, 376",0.002,MDL,3,"126, 251, 376",0,BS,3,"374, 124, 249",0.012,WBS,3,"249, 125, 374",0.01
-0.035291046,BIC,3,"124, 255, 376",0.012,MBIC,3,"127, 261, 376",0.022,MDL,3,"127, 262, 376",0.024,BS,3,"122, 253, 374",0.016,WBS,3,"122, 374, 253",0.016
0.106804656,BIC,3,"123, 268, 377",0.042,MBIC,3,"128, 268, 377",0.04,MDL,3,"125, 268, 377",0.038,BS,1,122,2.008,WBS,3,"122, 379, 266",0.044
0.030370915,BIC,3,"120, 249, 363",0.042,MBIC,3,"120, 251, 362",0.04,MDL,3,"120, 249, 362",0.044,BS,1,360,2.032,WBS,3,"360, 249, 118",0.052
0.094309795,BIC,3,"124, 253, 376",0.008,MBIC,3,"124, 253, 376",0.008,MDL,6,"8, 9, 11, 126, 253, 376",3.004,BS,1,122,2.008,WBS,3,"122, 251, 374",0.012
0.018286,BIC,3,"126, 251, 381",0.01,MBIC,3,"126, 251, 383",0.014,MDL,3,"125, 251, 381",0.012,BS,3,"124, 249, 381",0.018,WBS,3,"249, 379, 124",0.014
-0.016020122,BIC,3,"131, 254, 377",0.018,MBIC,3,"131, 254, 377",0.018,MDL,3,"131, 254, 377",0.018,BS,3,"375, 114, 249",0.03,WBS,3,"252, 129, 375",0.01
0.002048303,BIC,3,"128, 250, 375",0.008,MBIC,3,"128, 249, 376",0.008,MDL,3,"124, 250, 375",0.008,BS,4,"373, 249, 126, 66",1.01,WBS,3,"373, 248, 126",0.012
-0.045765104,BIC,3,"130, 258, 386",0.042,MBIC,3,"130, 257, 386",0.04,MDL,3,"130, 258, 386",0.042,BS,3,"128, 392, 257",0.048,WBS,3,"257, 384, 128",0.032
-0.019258546,BIC,3,"115, 251, 371",0.032,MBIC,3,"115, 251, 371",0.032,MDL,3,"115, 251, 371",0.032,BS,3,"369, 113, 249",0.044,WBS,3,"113, 249, 369",0.044
0.033650851,BIC,3,"157, 251, 376",0.062,MBIC,3,"157, 251, 376",0.062,MDL,3,"157, 251, 375",0.064,BS,1,374,2.004,WBS,3,"374, 249, 116",0.028
0.041260664,BIC,3,"177, 251, 377",0.104,MBIC,3,"177, 251, 376",0.102,MDL,3,"177, 251, 376",0.102,BS,1,374,2.004,WBS,3,"374, 249, 177",0.11
-0.006613749,BIC,3,"121, 251, 374",0.014,MBIC,3,"121, 252, 374",0.016,MDL,3,"121, 252, 374",0.016,BS,3,"374, 119, 250",0.02,WBS,3,"372, 250, 119",0.024
0.010715139,BIC,3,"129, 254, 382",0.024,MBIC,3,"129, 251, 381",0.016,MDL,3,"129, 251, 381",0.016,BS,3,"127, 249, 379",0.012,WBS,3,"127, 379, 249",0.012
-0.027947007,BIC,3,"126, 254, 373",0.012,MBIC,3,"126, 251, 373",0.006,MDL,3,"126, 254, 373",0.012,BS,3,"124, 252, 371",0.016,WBS,3,"252, 371, 124",0.016
-0.021826371,BIC,3,"126, 253, 373",0.01,MBIC,3,"126, 252, 373",0.008,MDL,3,"126, 251, 373",0.006,BS,3,"371, 124, 249",0.018,WBS,3,"249, 371, 124",0.018
0.012608084,BIC,3,"126, 249, 374",0.008,MBIC,3,"123, 249, 376",0.01,MDL,3,"126, 249, 376",0.004,BS,3,"374, 247, 123",0.018,WBS,3,"374, 124, 247",0.016
-0.092844161,BIC,3,"126, 251, 376",0,MBIC,3,"126, 252, 375",0.004,MDL,3,"126, 251, 375",0.002,BS,3,"124, 374, 249",0.012,WBS,3,"374, 249, 124",0.012
-0.12995393,BIC,3,"136, 252, 379",0.028,MBIC,5,"136, 254, 379, 447, 449",2.032,MDL,3,"136, 254, 379",0.032,BS,3,"377, 134, 260",0.036,WBS,3,"377, 252, 152",0.056
-0.064295132,BIC,3,"133, 241, 376",0.034,MBIC,3,"126, 241, 378",0.024,MDL,3,"126, 241, 377",0.022,BS,3,"124, 375, 250",0.008,WBS,3,"375, 124, 239",0.03
-0.01349228,BIC,3,"126, 259, 370",0.028,MBIC,3,"126, 259, 371",0.026,MDL,3,"126, 259, 371",0.026,BS,4,"369, 124, 249, 324",1.022,WBS,3,"369, 257, 124",0.03
-0.028885892,BIC,4,"57, 125, 255, 370",1.022,MBIC,3,"125, 252, 369",0.018,MDL,3,"125, 250, 369",0.018,BS,3,"371, 123, 254",0.022,WBS,4,"368, 248, 123, 489",1.028
-0.014672524,BIC,3,"127, 256, 388",0.036,MBIC,3,"126, 255, 387",0.03,MDL,3,"126, 257, 387",0.034,BS,1,386,2.02,WBS,3,"386, 255, 124",0.032
0.054319834,BIC,3,"126, 251, 375",0.002,MBIC,3,"126, 251, 375",0.002,MDL,3,"126, 249, 375",0.006,BS,3,"124, 373, 249",0.014,WBS,3,"373, 249, 124",0.014
0.060640112,BIC,4,"89, 126, 251, 376",1,MBIC,4,"89, 127, 251, 376",1.002,MDL,4,"89, 126, 254, 376",1.006,BS,3,"379, 124, 253",0.014,WBS,3,"374, 249, 124",0.012
0.060843614,BIC,3,"124, 253, 378",0.012,MBIC,3,"124, 252, 378",0.01,MDL,3,"124, 252, 378",0.01,BS,1,122,2.008,WBS,3,"122, 376, 250",0.01
-0.122467062,BIC,3,"123, 248, 377",0.014,MBIC,3,"119, 247, 377",0.024,MDL,3,"120, 246, 377",0.024,BS,3,"118, 375, 259",0.034,WBS,3,"375, 118, 246",0.028
-0.028520951,BIC,3,"126, 247, 389",0.034,MBIC,3,"128, 247, 389",0.038,MDL,3,"128, 245, 389",0.042,BS,3,"245, 124, 387",0.038,WBS,3,"124, 387, 245",0.038
0.008754606,BIC,3,"126, 251, 374",0.004,MBIC,3,"126, 250, 374",0.006,MDL,3,"126, 251, 375",0.002,BS,3,"124, 374, 252",0.01,WBS,3,"374, 124, 249",0.012
0.015690396,BIC,3,"126, 253, 377",0.006,MBIC,3,"126, 253, 376",0.004,MDL,3,"126, 252, 375",0.004,BS,3,"124, 375, 251",0.006,WBS,3,"374, 250, 124",0.01
-0.081495824,BIC,3,"131, 251, 379",0.016,MBIC,3,"131, 250, 380",0.02,MDL,3,"131, 251, 380",0.018,BS,3,"378, 248, 97",0.068,WBS,3,"378, 129, 248",0.016
-0.02101811,BIC,3,"132, 244, 373",0.032,MBIC,3,"133, 244, 375",0.03,MDL,3,"133, 244, 375",0.03,BS,1,125,2.002,WBS,3,"131, 373, 242",0.034
0.059944442,BIC,4,"126, 254, 386, 390",1.026,MBIC,4,"125, 254, 386, 390",1.028,MDL,4,"120, 254, 386, 390",1.038,BS,1,118,2.016,WBS,3,"118, 384, 252",0.034
-0.009369437,BIC,3,"126, 243, 371",0.026,MBIC,3,"126, 243, 376",0.016,MDL,3,"128, 243, 376",0.02,BS,3,"374, 241, 104",0.068,WBS,3,"124, 374, 239",0.032
0.047657184,BIC,3,"118, 247, 365",0.046,MBIC,3,"126, 247, 365",0.03,MDL,3,"126, 247, 365",0.03,BS,1,46,2.16,WBS,3,"245, 124, 363",0.042
0.094239819,BIC,3,"126, 248, 383",0.02,MBIC,3,"126, 248, 380",0.014,MDL,3,"126, 248, 379",0.012,BS,3,"124, 377, 273",0.05,WBS,3,"377, 124, 246",0.016
-0.088778634,BIC,3,"127, 251, 379",0.008,MBIC,3,"127, 251, 377",0.004,MDL,3,"127, 251, 379",0.008,BS,3,"249, 125, 376",0.006,WBS,3,"125, 375, 249",0.008
0.019783658,BIC,3,"126, 251, 374",0.004,MBIC,3,"126, 251, 374",0.004,MDL,3,"126, 251, 374",0.004,BS,3,"124, 249, 372",0.016,WBS,3,"249, 372, 124",0.016
-0.061125643,BIC,3,"124, 247, 371",0.022,MBIC,3,"126, 251, 371",0.01,MDL,3,"127, 252, 380",0.012,BS,3,"370, 124, 246",0.026,WBS,3,"124, 251, 370",0.016
